id,caption,language,platform,post_time,reach,likes,comments,shares,conversion,quality_score
168,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,5/7/2024 16:02,9760,2397,222,318,207,41
169,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Twitter,8/17/2024 6:18,18459,1715,129,86,1186,56
170,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,4/21/2024 18:18,12248,3106,308,169,230,82
171,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Twitter,9/24/2024 14:21,1978,501,37,35,162,87
172,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Instagram,11/28/2024 8:20,16811,1911,130,218,189,57
173,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Twitter,1/20/2024 10:44,3531,461,81,31,55,83
174,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,8/30/2024 7:20,5106,1229,95,85,278,96
175,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Instagram,3/22/2024 10:26,474,28,1,1,5,62
176,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Facebook,9/5/2024 19:54,791,227,11,24,57,51
177,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Twitter,2/26/2024 15:55,12801,2633,146,238,1172,73
178,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,5/26/2024 8:29,1723,249,31,32,54,46
179,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Facebook,11/15/2024 8:47,2428,536,79,45,67,53
180,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Facebook,8/26/2024 4:53,3935,466,34,30,73,58
181,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Instagram,2/25/2024 10:15,17143,4168,422,615,1207,72
182,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Facebook,7/1/2024 9:12,8234,565,30,71,612,94
183,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Twitter,5/12/2024 14:18,11936,1657,123,110,243,46
184,Shop smarter and save more with our exclusive deals and limited-time offers. Browse our latest collection and experience shopping like never before!,English,Instagram,12/19/2024 7:09,14723,1490,104,192,1436,62
185,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Twitter,3/4/2024 8:49,12761,913,112,136,1103,85
186,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Twitter,7/18/2024 6:18,19129,5037,579,686,1382,73
187,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Facebook,1/8/2024 3:52,17755,2996,156,348,1119,95
188,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Twitter,11/22/2024 23:04,5024,686,126,45,405,56
189,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Instagram,9/17/2024 7:06,10985,2350,179,216,239,70
190,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Twitter,11/4/2024 5:09,13052,1089,90,65,1210,87
191,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Twitter,11/16/2024 22:31,15789,3043,262,396,411,57
192,"Enjoy unmatched customer service, exclusive offers, and premium quality products when you choose us. Start shopping today and make the smart choice!",English,Twitter,2/20/2024 8:09,18326,1392,93,190,1599,53
193,"Upgrade your home or office with our stylish and durable furniture collection. Designed to bring comfort and class, these items are available for a short time only!",English,Twitter,2/26/2024 2:01,4198,260,48,23,320,59
194,Celebrate this festive season with amazing gift options for your loved ones. Our carefully curated gift collections are sure to bring smiles and happiness!,English,Facebook,2/27/2024 15:47,16299,3530,410,412,339,93
195,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Facebook,8/13/2024 7:23,4820,694,129,91,238,54
196,Take advantage of our seasonal promotions with unmatched discounts and special bundle offers designed to give you the best value for your money.,English,Facebook,5/28/2024 0:07,2301,202,30,19,141,69
197,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Facebook,10/23/2024 7:58,16076,3160,610,431,963,54
198,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Facebook,5/4/2024 7:54,13278,2928,401,349,946,68
199,"Boost your business growth with our all-in-one digital marketing solution, trusted by thousands of entrepreneurs worldwide. Start your journey towards success now!",English,Facebook,2/4/2024 6:47,15961,3968,754,390,259,86
200,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Instagram,8/14/2024 7:59,3572,327,28,41,217,58
201,Discover our brand new fashion arrivals with premium quality materials and elegant designs – available now in limited stock. Don’t miss the chance to upgrade your style today!,English,Twitter,9/9/2024 5:11,16343,4277,327,452,969,97
202,"Get the ultimate shopping experience with our mobile app that offers convenience, security, and personalized recommendations based on your preferences.",English,Instagram,6/13/2024 5:40,9658,1750,339,111,618,91
203,"Stay ahead of the trend with our cutting-edge tech gadgets designed to simplify your daily routine. Limited quantities available, so grab yours today before it’s gone!",English,Twitter,9/20/2024 7:39,16098,1885,365,229,552,69
